Service, Operation, UsageType, Resource, StartTime, EndTime, UsageValue
AmazonEC2,CreateVolume,USW2-EBS:VolumeUsage,,11/21/16 00:00:00,11/22/16 00:00:00,206158430208
AmazonEC2,LoadBalancing,USW2-DataTransfer-Out-Bytes,,11/21/16 00:00:00,11/22/16 00:00:00,434709
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-Out-Bytes,,11/21/16 00:00:00,11/22/16 00:00:00,3080810
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-In-Bytes,,11/21/16 00:00:00,11/22/16 00:00:00,3080138
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,11/21/16 00:00:00,11/22/16 00:00:00,1167033
AmazonEC2,AssociateAddress,USW2-ElasticIP:IdleAddress,,11/21/16 00:00:00,11/22/16 00:00:00,24
AmazonEC2,CreateVolume-Gp2,EBS:VolumeUsage.gp2,,11/21/16 00:00:00,11/22/16 00:00:00,773094113280
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-In-Bytes,,11/21/16 00:00:00,11/22/16 00:00:00,11844048
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,11/21/16 00:00:00,11/22/16 00:00:00,2665182
AmazonEC2,CreateVolume-Gp2,USW2-EBS:VolumeUsage.gp2,,11/21/16 00:00:00,11/22/16 00:00:00,231928233984
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-Out-Bytes,,11/21/16 00:00:00,11/22/16 00:00:00,11840198
AmazonEC2,RunInstances,USW2-C3DataTransfer-In-Bytes,,11/21/16 00:00:00,11/22/16 00:00:00,300598
AmazonEC2,EBS:Gp2-IO-Write,USW2-EBS:VolumeIOUsage.gp2,,11/21/16 00:00:00,11/22/16 00:00:00,15633
AmazonEC2,RunInstances,USW2-C3DataTransfer-Out-Bytes,,11/21/16 00:00:00,11/22/16 00:00:00,196296
AmazonEC2,Unknown,USW2-CW:AlarmMonitorUsage,,11/21/16 00:00:00,11/22/16 00:00:00,24
AmazonEC2,LoadBalancing,USW2-DataProcessing-Bytes,,11/21/16 00:00:00,11/22/16 00:00:00,67426
AmazonEC2,LoadBalancing,USW2-TestDataProcessing-Bytes,,11/21/16 00:00:00,11/22/16 00:00:00,67426
AmazonEC2,PublicIP-Out,USW2-DataTransfer-Regional-Bytes,,11/21/16 00:00:00,11/22/16 00:00:00,239
AmazonEC2,PublicIP-In,USW2-DataTransfer-Regional-Bytes,,11/21/16 00:00:00,11/22/16 00:00:00,528
AmazonEC2,NatGateway,USW2-NatGateway-Bytes,,11/21/16 00:00:00,11/22/16 00:00:00,280
AmazonEC2,PublicIP-In,USW2-USE1-AWS-In-Bytes,,11/21/16 00:00:00,11/22/16 00:00:00,344
AmazonEC2,PublicIP-In,USW2-APN1-AWS-In-Bytes,,11/21/16 00:00:00,11/22/16 00:00:00,40
AmazonEC2,PublicIP-In,USW2-APS2-AWS-In-Bytes,,11/21/16 00:00:00,11/22/16 00:00:00,104
AmazonEC2,CreateSnapshot,EBS:SnapshotUsage,,11/21/16 00:00:00,11/22/16 00:00:00,9423844728
AmazonEC2,CreateSnapshot,USW2-EBS:SnapshotUsage,,11/21/16 00:00:00,11/22/16 00:00:00,29053943808
